USDA accession,host plant name,common name,source,geographic source,taxonomy,note
USDA4202,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 1"
USDA4201,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 1"
USDA4200,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 1"
USDA420,Glycine max,soybean,"Nitragin, Co.","Georgia, 1982",,Chlorosis inducing
USDA4199,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 1"
USDA4198,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 1"
USDA4197,Robinia pseudoacacia,black locust,,"Green Ridge State Forest, Allegany County, MD",,"Site 1, Tree 1"
USDA4196,Robinia pseudoacacia,black locust,,"Hamilton, Ontario, CA",,
USDA4195,Robinia pseudoacacia,black locust,,"Hamilton, Ontario, CA",,
USDA4194,Robinia pseudoacacia,black locust,,"Hamilton, Ontario, CA",,
USDA4193,Robinia pseudoacacia,black locust,,"Hamilton, Ontario, CA",,
USDA4192,Robinia pseudoacacia,black locust,,"Washington, D.C.",,
USDA4191,Robinia pseudoacacia,black locust,,"Washington, D.C.",,
USDA4190,Robinia pseudoacacia,black locust,,"Mentor, OH",,
USDA419,Glycine max,soybean,"Nitragin, Co.","South Carolina, 1982",,
USDA4189,Robinia pseudoacacia,black locust,,"Washington, D.C.",,
USDA4188,Robinia pseudoacacia,black locust,,"Washington, D.C.",,
USDA4187,Robinia pseudoacacia,black locust,,"Mentor, OH",,
USDA4186,Robinia pseudoacacia,black locust,,"Mentor, OH",,
USDA4185,Robinia pseudoacacia,black locust,,"Mentor, OH",,
USDA4184,Robinia pseudoacacia,black locust,,"Lisle, IL",,
USDA4183,Robinia pseudoacacia,black locust,,"Lisle, IL",,
USDA4182,Robinia pseudoacacia,black locust,,"Lisle, IL",,
USDA4181,Robinia pseudoacacia,black locust,,"Lisle, IL",,
USDA4180,Robinia pseudoacacia,black locust,,"Lisle, IL",,
USDA418,Glycine max,soybean,"Nitragin, Co.","Louisiana, 1982",,
USDA4179,Robinia pseudoacacia,black locust,,"Lisle, IL",,
USDA4178,Robinia pseudoacacia,black locust,,"Boston, MA",,
USDA4177,Robinia pseudoacacia,black locust,,"Boston, MA",,
USDA4176,Robinia pseudoacacia,black locust,,"Ithaca, NY",,
USDA4175,Robinia pseudoacacia,black locust,,"Ithaca, NY",,
USDA4174,Robinia pseudoacacia,black locust,,"Ithaca, NY",,
USDA4173,Robinia pseudoacacia,black locust,,"Ithaca, NY",,
USDA4172,Robinia pseudoacacia,black locust,,"Ithaca, NY",,
USDA4171,Robinia pseudoacacia,black locust,,"Ithaca, NY",,
USDA4170,Robinia pseudoacacia,black locust,,"Sanfrancisco, CA",,
USDA4169,Robinia pseudoacacia,black locust,,"Tucson, AZ",,
USDA4168,Robinia pseudoacacia,black locust,,"Clinton, Iowa",,
USDA4167,Robinia pseudoacacia,black locust,,"Clinton, Iowa",,
USDA4166,Robinia pseudoacacia,black locust,,"Clinton, Iowa",,
USDA4165,Robinia pseudoacacia,black locust,,"Clinton, Iowa",,
USDA4164,Robinia pseudoacacia,black locust,,"Wheaton, MD",,
USDA4163,Robinia pseudoacacia,black locust,,"Washington, D.C.",,
USDA4162,Robinia pseudoacacia,black locust,,"Washington, D.C.",,
USDA4161,Acacia senegal,,,,,
USDA4160,Robinia pseudoacacia,black locust,,"Washington, D.C.",,
USDA416,Glycine max,soybean,"Nitragin, Co.","Tennessee, 1982",,
USDA4159,Robinia pseudoacacia,black locust,,"Washington, D.C.",,
USDA4158,Robinia pseudoacacia,black locust,,"Washington, D.C.",,
USDA4157,Robinia pseudoacacia,black locust,,"Washington, D.C.",,
USDA4156,Robinia pseudoacacia,black locust,,"Washington, D.C.",,
USDA4155,Robinia pseudoacacia,black locust,,"Washington, D.C.",,
USDA4154,Vigna angularis,,,,,
USDA4153,Vigna angularis,,,,,
USDA4152,Vigna angularis,,,,,
USDA4151,Vigna angularis,,,,,
USDA4150,Vigna angularis,,,,,
USDA415,Glycine max,soybean,"Nitragin, Co.","Arkansas, 1982",,
USDA4149,Vigna angularis,,,,,
USDA4148,Vigna angularis,,,,,
USDA4147,Vigna angularis,,,,,
USDA4146,Lablab purpureus,,,New Guinea,,
USDA4145,Vigna angularis,,,,,
USDA4144,Vigna angularis,,,,,
USDA4143,Vigna angularis,,,,,
USDA4142,Vigna angularis,,,,,
USDA4141,Vigna angularis,,,,,
USDA4140,Vigna angularis,,,,,
USDA414,Glycine max,soybean,"Nitragin, Co.","Alabama, 1982",,
USDA4139,Acacia mangium,,,,,
USDA4138,Acacia mangium,,,,,
USDA4137,Aeschynomene selloi,,,,,
USDA4136,Galega orientalis,,,,,
USDA4135,Galega orientalis,,,,,
USDA4134,Galega orientalis,,,,,
USDA4133,Galega orientalis,,,,,
USDA4132,Galega orientalis,,,,,
USDA4131,Galega orientalis,,,,,
USDA4130,Galega orientalis,,,,,
USDA4129,Galega orientalis,,,,,
USDA4128,Galega orientalis,,,,,Type Strain for Rhizobium galegae
USDA4127,Galega orientalis,,,,,
USDA4126,Galega orientalis,,,,,
USDA4125,Arachis hypogaea,,,,,
USDA4124,Sophora chrysophylla,,,,,
USDA4123,Sophora chrysophylla,,,,,
USDA4122,Lupinus,,,,,
USDA4121,Lupinus,,,,,
USDA4120,Lupinus,,,,,
USDA412,Glycine max,soybean,"Nitragin, Co.","Alabama, 1982",,Chlorosis inducing
USDA4119,Lupinus,,,,,
USDA4118,Lupinus,,,,,
USDA4117,Lupinus,,,,,
USDA4116,Lupinus,,,,,
USDA4115,Lupinus,,,,,
USDA4114,Lupinus,,,,,
USDA4113,Lupinus,,,,,
USDA4112,Lupinus,,,,,
USDA4111,Lupinus,,,,,
USDA4110,Lupinus,,,,,
USDA4109,Lupinus,,,,,
USDA4108,Lupinus,,,,,
USDA4107,Lupinus,,,,,
USDA4106,Lupinus,,,,,
USDA4105,Lupinus,,,,,
USDA4104,Cajanus cajun,,,,,
USDA4103,Acacia senegal,,,,,
USDA4102,Sesbania grandiflora,,,,,
USDA4101,Sesbania rostrata,,,,,
USDA4100,Cicer arietinum,,,,,
USDA410,Glycine max,soybean,"Nitragin, Co.","Alabama, 1982",,Chlorosis inducing
USDA41,Glycine max,soybean,"K. As, 1929",Japan,Bradyrhizobium japonicum,
USDA4099,Sesbania rostrata,,,,,
USDA4098,Sesbania rostrata,,,,,
USDA4097,Vigna unguiculata var. unguiculata,,,,,
USDA4096,Vigna unguiculata var. unguiculata,,,,,
USDA4094,Vigna unguiculata var. unguiculata,,,,,
USDA4093,Vigna unguiculata var. unguiculata,,,,,
USDA4092,Vigna unguiculata var. unguiculata,,,,,
USDA4091,Aeschynomene indica,,,,,
USDA4090,Aeschynomene indica,,,,,
USDA409,Glycine max,soybean,"Nitragin, Co.","Alabama, 1982",,Chlorosis inducing
USDA4089,Aeschynomene indica,,,,,
USDA4088,Aeschynomene americana,,,,,
USDA4087,Aeschynomene americana,,,,,
USDA4086,Aeschynomene americana,,,,,
USDA4084,Ulex europaeus,,,,,
USDA4082,Teramus repens,,,,,
USDA4081,Teramus repens,,,,,
USDA408,Glycine max,soybean,"Nitragin, Co.","Brazilian Inoculant, 1981",Bradyrhizobium japonicum,Isolation by Dr. B. J. Kamicker
USDA4078,Tephrosia sp.,,,,,
USDA4077,Tephrosia sp.,,,,,
USDA4076,Stylosanthes fruticosa,,,,,
USDA4075,Stylosanthes hamata,,,,,
USDA4072,Stylosanthes hamata,,,,,
USDA4071,Stylosanthes guyanensis,,,,,
USDA4070,Stylosanthes guyanensis,,,,,
USDA4069,Strophostyles,,,,,
USDA4068,Strophostyles,,,,,
USDA4067,Strophostyles,,,,,
USDA4066,Sesbania sesban,,,,,
USDA4065,Ornithopus sativa,,,,,
USDA4063,Serradella,,,,,
USDA4062,Robinia purpurea,,,,,
USDA4060,Robinia purpurea,,,,,
USDA406,Glycine max,soybean,"Nitragin, Co.","Brazilian Inoculant, 1981",,Isolation by Dr. B. J. Kamicker
USDA4059,Robinia purpurea,,,,,
USDA4058,Pueraria javanica,,,,,
USDA4057,Pueraria javanica,,,,,
USDA4056,Pueraria javanica,,,,,
USDA4055,Pueraria javanica,,,,,
USDA4054,Pueraria oblata,,,,,
USDA4052,Pueraria phaseoloides,,,,,
USDA4051,Pueraria thumbergiana,,,,,
USDA4050,Pterocarpus officinalis,,,,,
USDA4049,Macroptilium heterophyllum,,,,,
USDA4048,Macroptilium heterophyllum,,,,,
USDA4047,Macroptilium heterophyllum,,,,,
USDA4046,Macroptilium heterophyllum,,,,,
USDA4045,Macroptilium heterophyllum,,,,,
USDA4044,Macroptilium heterophyllum,,,,,
USDA4043,Macroptilium heterophyllum,,,,,
USDA4042,Macroptilium heterophyllum,,,,,
USDA4041,Macroptilium heterophyllum,,,,,
USDA4040,Macroptilium heterophyllum,,,,,
USDA4039,Macroptilium heterophyllum,,,,,
USDA4038,Macroptilium heterophyllum,,,,,
USDA4037,Macroptilium heterophyllum,,,,,
USDA4036,Macroptilium heterophyllum,,,,,
USDA4035,Phaseolus grayanus,,,,,
USDA4034,Phaseolus grayanus,,,,,
USDA4033,Phaseolus grayanus,,,,,
USDA4032,Phaseolus grayanus,,,,,
USDA4031,Phaseolus ritensis,,,,,
USDA4029,Phaseolus ritensis,,,,,
USDA4028,Phaseolus ritensis,,,,,
USDA4027,Phaseolus ritensis,,,,,
USDA4026,Phaseolus ritensis,,,,,
USDA4025,Phaseolus ritensis,,,,,
USDA4024,Phaseolus ritensis,,,,,
USDA4023,Phaseolus ritensis,,,,,
USDA4022,Phaseolus acutifolius,,,,,
USDA4021,Phaseolus acutifolius,,,,,
USDA4019,Phaseolus acutifolius,,,,,
USDA4017,Phaseolus acutifolius,,,,,
USDA4016,Phaseolus acutifolius,,,,,
USDA4015,Phaseolus acutifolius,,,,,
USDA4014,Phaseolus acutifolius,,,,,
USDA4013,Vigna mungo,,,,,
USDA4012,Vigna angularis,,,,,
USDA4011,Vigna angularis,,,,,
USDA4010,Oxytropis acammonium,,,,,
USDA4009,Oxytropis glabra,,,,,
USDA4008,Oxytropis campestris var. varians,,,,,
USDA4007,Oxytropis deflexa,,,,,
USDA4006,Oxytropis foliolosa,,,,,
USDA4005,Oxytropis deflexa,,,,,
USDA4004,Oxytropis arctica var. koyukukensis,,,,,
USDA4003,Oxytropis deflexa var. foliolosa,,,,,
USDA4000,Neptunia oleracea,,,,,
USDA40,Glycine max,soybean,USDA original,"New Jersey, 1941",Bradyrhizobium elkanii,
USDA4,Glycine max,soybean,USDA original,"Iowa, 1932",Bradyrhizobium japonicum,Type strain of the serogroup
USDA3999,Neptunia oleracea,,,,,
USDA3994,Mimosa sp.,,,,,
USDA3993,Mimosa pudica,,,,,
USDA3992,Mimosa pudica,,,,,
USDA3987,Mimosa invisa,,,,,
USDA3983,Mimosa pudica,,,,,
USDA3982,Mimosa pudica,,,,,
USDA3981,Mimosa pudica,,,,,
USDA3980,Mimosa pudica,,,,,
USDA3979,Mimosa pudica,,,,,
USDA3978,Mimosa pudica,,,,,
USDA3976,Mimosa pudica,,,,,
USDA3975,Mimosa pudica,,,,,
USDA3973,Mimosa schrankia,,,,,
USDA3972,Mimosa spp.,,,,,
USDA3971,Mimosa spp.,,,,,
USDA3970,Mimosa spp.,,,,,
USDA3967,Cicer arietinum,,,,,
USDA3966,Cicer arietinum,,,,,
USDA3965,Cicer arietinum,,,,,
USDA3964,Cicer arietinum,,,,,
USDA3963,Cicer arietinum,,,,,
USDA3962,Cicer arietinum,,,,,
USDA3961,Cicer arietinum,,,,,
USDA3960,Cicer arietinum,,,,,
USDA3959,Cicer arietinum,,,,,
USDA3958,Cicer arietinum,,,,,
USDA3957,Cicer arietinum,,,,,
USDA3956,Cicer arietinum,,,,,
USDA3955,Cicer arietinum,,,,,
USDA3954,Cicer arietinum,,,,,
USDA3953,Cicer arietinum,,,,,
USDA3952,Cicer arietinum,,,,,
USDA3951,Cicer arietinum,,,,,
USDA3950,Cicer arietinum,,,,,
USDA3949,Cicer arietinum,,,,,
USDA3948,Cicer arietinum,,,,,
USDA3947,Cicer arietinum,,,,,
USDA3946,Cicer arietinum,,,,,
USDA3945,Lupinus spp.,,,,,
USDA3944,Lupinus spp.,,,,,
USDA3943,Lupinus spp.,,,,,
USDA3939,Lupinus spp.,,,,,
USDA3937,Lupinus spp.,,,,,
USDA3935,Lupinus spp.,,,,,
USDA3932,Lupinus spp.,,,,,
USDA3931,Lupinus perennis,,,"Wisconsin Dells, by I-90, May 1974",,
USDA3930,Lupinus perennis,,,"Wisconsin Dells, by I-90, May 1974",,
USDA3929,Lupinus perennis,,,"Wisconsin Dells, by I-90, May 1974",,
USDA3928,Lupinus perennis,,,"Wisconsin Dells, by I-90, May 1974",,
USDA3927,Lupinus perennis,,,"Wisconsin Dells, by I-90, May 1974",,
USDA3926,Lupinus perennis,,,"Wisconsin Dells, by I-90, May 1974",,
USDA3925,Lotus subpinnatus,,,,,
USDA3924,Lotus subpinnatus,,,,,
USDA3923,Lotus subpinnatus,,,,,
USDA3922,Lotus subpinnatus,,,,,
USDA3921,Lotus subpinnatus,,,,,
USDA3920,Lotus subpinnatus,,,,,
USDA3919,Indigo gracilis,,,,,
USDA3918,Indigo gracilis,,,,,
USDA3917,Indigo gracilis,,,,,
USDA3916,Indigo gracilis,,,,,
USDA3915,Lotononis bainseii,,,,,
USDA3913,Leucaena leucocephala,,,,,
USDA3911,Leucaena leucocephala,,,,,
USDA3909,Leucaena leucocephala,,,,,
USDA3908,Leucaena leucocephala,,,,,
USDA3906,Leucaena leucocephala,,,,,
USDA3903,Lespedeza spp.,"Lespedezas, bush clover",,,,
USDA3902,Lespedeza spp.,"Lespedezas, bush clover",,,,
USDA3901,Lespedeza spp.,"Lespedezas, bush clover",,,,
USDA3900,Lespedeza spp.,"Lespedezas, bush clover",,,,
USDA390,Glycine max,soybean,"Nitragin, Co.","Ontario, Canada, 1980",,Isolation by Dr. Jack Tanner
USDA39,Glycine max,soybean,"K. Aso, 1929",Japan,Bradyrhizobium elkanii,
USDA3899,Lespedeza spp.,"Lespedezas, bush clover",,,,
USDA3898,Lespedeza spp.,"Lespedezas, bush clover",,,,
USDA3897,Hippocrepis multisiliquosa,,,,,
USDA3896,Hippocrepis multisiliquosa,,,,,
USDA3895,Hippocrepis multisiliquosa,,,,,
USDA3894,Hippocrepis multisiliquosa,,,,,
USDA3893,Hedysarum coronarium,,,,,
USDA3892,Hedysarum coronarium,,,,,
USDA3891,Hedysarum coronarium,,,,,
USDA3890,Hedysarum coronarium,,,,,
USDA3889,Hedysarum coronarium,,,,,
USDA3888,Hedysarum coronarium,,,,,
USDA3887,Hedysarum coronarium,,,,,
USDA3886,Hedysarum coronarium,,,,,
USDA3885,Hedysarum coronarium,,,,,
USDA3884,Hedysarum boreale spp. mackenziei,,,,,
USDA3883,Hedysarum boreale spp. mackenziei,,,,,
USDA3882,Hedysarum alpinum var. americanum,,,,,
USDA3881,Hedysarum alpinum var. americanum,,,,,
USDA3880,Hedysarum alpinum var. americanum,,,,,
USDA3879,Hedysarum alpinum,,,,,
USDA3878,Hedysarum alpinum,,,,,
USDA3877,Hedysarum alpinum,,,,,
USDA3876,Hedysarum boreale spp. mackenziei,,,,,
USDA3875,Desmodium adscendens,,,,,
USDA3874,Desmodium barbatum,,,,,
USDA3873,Desmodium barbatum,,,,,
USDA3872,Centrosema pubescens,,,,,
USDA387,Glycine max,soybean,"Nitragin, Co.","El Centro, CA, 1980",,
USDA3869,Centrosema pubescens,,,,,
USDA3868,Centrosema pubescens,,,,,
USDA3867,Centrosema pubescens,,,,,
USDA3866,Centrosema pubescens,,,,,
USDA3865,Centrosema pubescens,,,,,
USDA3864,Centrosema pubescens,,,,,
USDA3863,Centrosema pubescens,,,,,
USDA3862,Caragara arborescens,,,,,
USDA3861,Caragara arborescens,,,,,
USDA3860,Caragara arborescens,,,,,
USDA386,Glycine max,soybean,"Nitragin, Co.","Hokkaido, Japan, 1980",,Isolation by Dr. Jack Tanner
USDA3859,Caragara arborescens,,,,,
USDA3858,Astragalus aduncus,,,,,
USDA3857,Astragalus siliquosus,,,,,
USDA3856,Astragalus americanus,,,,,
USDA3855,Astragalus americanus,,,"Alaska, 1962",,
USDA3854,Astragalus americanus,,,"Alaska, 1962",,
USDA3853,Astragalus robbinsii var. harringtonii,,,,,
USDA3852,Arachis hypogaea,,,,,
USDA3851,Arachis hypogaea,,,,,
USDA3850,Arachis hypogaea,,,,,
USDA385,Glycine max,soybean,"Nitragin, Co.","Hokkaido, Japan, 1979",,Isolation by Dr. Jack Tanner
USDA3849,Arachis hypogaea,,,,,
USDA3848,Arachis hypogaea,,,,,
USDA3846,Anthyllis vulneraria,,,,,
USDA3845,Acacia decurrens,,,,,
USDA3844,Acacia decurrens,,,,,
USDA3843,Acacia constricta,,,,,
USDA3842,Acacia constricta,,,,,
USDA3841,Acacia constricta,,,,,
USDA3840,Acacia constricta,,,,,
USDA3839,Acacia constricta,,,,,
USDA3838,Acacia constricta,,,,,
USDA3836,Vigna subterranea,,,,,
USDA3835,Vigna subterranea,,,,,
USDA3834,Vigna subterranea,,,,,
USDA3833,Vigna sesquipedales,,,,,
USDA3832,Vigna sesquipedales,,,,,
USDA3831,Vigna unguiculata,,,,,
USDA3830,Vigna unguiculata,,,,,
USDA383,Glycine max,soybean,"Nitragin, Co.","Lajia, China, 1979",,Isolation by Dr. Jack Tanner
USDA3829,Vigna unguiculata,,,,,
USDA3826,Vigna unguiculata,,,,,
USDA3822,Vigna unguiculata,,,,,
USDA3821,Vigna unguiculata,,,,,
USDA382,Glycine max,soybean,"Nitragin, Co.","Yentai, China, 1979",,Isolation by Dr. Jack Tanner
USDA3817,Vigna unguiculata,,,,,
USDA3816,Vigna unguiculata,,,,,
USDA3815,Vigna sinensis,,,,,
USDA3812,Vigna sinensis,,,,,
USDA3811,Tephrosia vogelii,,,,,
USDA3810,Tephrosia vogelii,,,,,
USDA381,Glycine max,soybean,"Nitragin, Co.","Harbin, China, 1979",,"Isolation by Dr. Jack Tanner, from Soil A"
USDA3809,Stylosanthes hamata var. Lake Worth,,,,,
USDA3808,Stylosanthes hamata var. Lake Worth,,,,,
USDA3807,Stylosanthes hamata var. Lake Worth,,,,,
USDA3805,Stylosanthes hamata var. Lake Worth,,,,,
USDA3804,Stylosanthes hamata var. Lake Worth,,,,,
USDA3803,Stylosanthes hamata var. Lake Worth,,,,,
USDA3802,Stylosanthes hamata var. Lake Worth,,,,,
USDA3801,Stylosanthes guyanensis,,,,,
USDA380,Glycine max,soybean,"Nitragin, Co.","Shanghai, China, 1979",,Isolation by Dr. Jack Tanner
USDA38,Glycine max,soybean,"K. Aso, 1929",Japan,Bradyrhizobium japonicum,serotype strain of the serogroup
USDA3799,Stylosanthes guyanensis,,,,,
USDA3798,Stylosanthes guyanensis,,,,,
USDA3797,Stylosanthes guyanensis,,,,,
USDA3796,Strophostyles helvola,,,,,
USDA3795,Strophostyles helvola,,,,,
USDA3794,Stizolobium derringianum,,,,,
USDA3793,Stizolobium derringianum,,,,,
USDA3792,Stizolobium derringianum,,,,,
USDA3791,Sophora arizonica,,,,,
USDA3790,Sophora arizonica,,,,,
USDA3789,Sophora secundiflora,,,,,
USDA3788,Sophora secundiflora,,,,,
USDA3787,Sesbania sp.,,,,,
USDA3786,Sesbania emerus,,,,,
USDA3785,Sesbania emerus,,,,,
USDA3783,Sesbania macrocarpa,,,,,
USDA3782,Sesbania macrocarpa,,,,,
USDA3781,Sesbania macrocarpa,,,,,
USDA378,Glycine max,soybean,"Nitragin, Co.","Shanghai, China, 1979",,Isolation by Dr. Jack Tanner from Soil B
USDA3779,Robinia pseudoacacia,black locust,,,,
USDA3778,Robinia,,,,,
USDA3777,Robinia hispida,,,,,
USDA3776,Rhynchosia minima,,,,,
USDA3775,Psophocarpus tetragonolobus,,,,,
USDA3774,Psophocarpus tetragonolobus,,,,,
USDA3773,Psophocarpus tetragonolobus,,,,,
USDA3771,Psophocarpus tetragonolobus,,,,,
USDA3770,Psophocarpus tetragonolobus,,,,,
USDA377,Glycine max,soybean,"Nitragin, Co.","Shanghai, China, 1979",,Isolation by Dr. Jack Tanner
USDA3769,Psophocarpus tetragonolobus,,,,,
USDA3765,Pueraria javanica,,,,,
USDA3764,Pueraria javanica,,,,,
USDA3763,Pueraria thunbergiana,,,,,
USDA3762,Pueraria thunbergiana,,,,,
USDA3761,Pueraria phaseoloides,,,,,
USDA3760,Macroptilium heterophyllum,,,,,
USDA376,Glycine max,soybean,"Nitragin, Co.","Shanghai, China, 1979",,Isolation by Dr. Jack Tanner
USDA3759,Phaeseolus wrightii,,,,,
USDA3758,Phaeseolus wrightii,,,,,
USDA3757,Phaeseolus lunatus,,,,,
USDA3756,Phaeseolus lunatus,,,,,
USDA3754,Phaeseolus lunatus,,,,,
USDA3753,Phaeseolus lunatus,,,,,
USDA3751,Phaeseolus lunatus,,,,,
USDA3750,Phaeseolus lunatus,,,,,
USDA3749,Vigna radiata,Mung bean,,"Thailand, Nov. 1977",,
USDA3748,Vigna radiata,Mung bean,,"Thailand, Nov. 1977",,
USDA3747,Vigna radiata,Mung bean,,"Thailand, Nov. 1977",,
USDA3744,Dalea phleoides,,,,,
USDA3743,Dalea purpurea,purple prairie clover,,,,
USDA3742,Dalea purpurea,purple prairie clover,,,,
