USDA accession,host plant name,common name,source,geographic source,taxonomy,note
USDA2222,Trifolium pratense,,,"Wisconsin, 1974",,
USDA2221,Trifolium,,,,,
USDA2220,Trifolium pratense,,,"Wisconsin, 1960",,
USDA222,Glycine max,soybean,,"Tsinan, China, 1979",,
USDA2219,Trifolium michelianum,Balansa clover,,,,
USDA2218,Trifolium incarnatum,,,,,
USDA2217,Trifolium incarnatum,,,,,
USDA2216,Trifolium incarnatum,,,,,
USDA2215,Trifolium incarnatum,,,,,
USDA2214,Trifolium incarnatum,,,,,
USDA2213,Trifolium hybridum,,,,,
USDA2212,Trifolium hirtum,,,,,
USDA2211,Trifolium hirtum,,,,,
USDA2210,Trifolium hirtum,,,,,
USDA221,Glycine max,soybean,,"Tieling, China, 1979",,
USDA2209,Trifolium hirtum,,,,,
USDA2208,Trifolium hirtum,,,,,
USDA2207,Trifolium hirtum,,,,,
USDA2206,Trifolium hirtum,,,,,
USDA2205,Trifolium hirtum,,,,,
USDA2204,Trifolium hirtum,,,,,
USDA2203,Trifolium hirtum,,,,,
USDA2202,Trifolium hirtum,,,,,
USDA2201,Trifolium hirtum,,,,,
USDA2200,Trifolium hirtum,,,,,
USDA220,Glycine max,soybean,,"Tieling, China, 1979",,
USDA22,Glycine max,soybean,unknown,"Wisconsin, 1925",Bradyrhizobium elkanii,
USDA2199,Trifolium hirtum,,,,,
USDA2198,Trifolium hirtum,,,,,
USDA2197,Ttifolium heldreichianum,,,,,
USDA2196,Trifolium fragiferum,,,,,
USDA2195,Trifolium fragiferum,,,,,
USDA2194,Trifolium fragiferum,,,,,
USDA2193,Trifolium fragiferum,,,,,
USDA2192,Trifolium fragiferum,,,,,
USDA2191,Trifolium fragiferum,,,,,
USDA2190,Trifolium fragiferum,,,,,
USDA219,Glycine max,soybean,,"Tieling, China, 1979",,Hup -
USDA2189,Trifolium fragiferum,,,,,
USDA2188,Trifolium fragiferum,,,,,
USDA2186,Trifolium dasyphyllum,,,,,
USDA2184,Trifolium burchellianum,,,,,
USDA2183,Trifolium ambigum,,,,,
USDA2182,Trifolium ambigum,,,,,
USDA2181,Trifolium ambigum,,,,,
USDA2180,Trifolium ambigum,,,,,
USDA218,Glycine max,soybean,,"Tieling, China, 1979",,
USDA2177,Trifolium alexandrinum,,,,,
USDA2176,Trifolium alexandrinum,,,,,
USDA2174,Trifolium alexandrinum,,,,,
USDA2173,Trifolium,,,,,"Broad spectrum strain, very effective on T. alexandrinum, T. pratense, T. repens, T. hybridum, T. ochroleucon"
USDA217,Glycine max,soybean,,"Hsinhsiang, China, 1979",Sinorhizobium fredii,
USDA2169,Trifolium campestre,,,,,
USDA2168,Trifolium pratense,,,Unknown,,
USDA2167,Trifolium spp.,,,,,
USDA2166,Trifolium vesiculosum,Arrow leaf,,"Alabama, 1974",,Effective
USDA2165,Trifolium vesiculosum,Arrow leaf,,"Alabama, 1974",,Effective
USDA2164,Trifolium usambarense,,,,,
USDA2163,Trifolium tembense,,,,,
USDA2162,Trifolium subterraneum,,,,,
USDA2161,Trifolium subterraneum,,,,,
USDA2160,Trifolium subterraneum,,,,,
USDA2159,Trifolium subterraneum,,,,,
USDA2158,Trifolium subterraneum,,,,,
USDA2157,Trifolium subterraneum,,,,,
USDA2156,Trifolium subterraneum,,,,,
USDA2155,Trifolium subterraneum,,,,,
USDA2154,Trifolium subterraneum,,,,,
USDA2153,Trifolium subterraneum,,,,,
USDA2152,Trifolium subterraneum,,,,,
USDA2151,Trifolium rubens,,,,,
USDA2150,Trifolium repens,,,"Morocco, 1974",,Effective
USDA2149,Trifolium repens,,,"Georgia, 1953",,Effective
USDA2148,Trifolium reflexum,,,,,
USDA2147,Trifolium reflexum,,,,,
USDA2146,Trifolium purpureum,,,,,
USDA2145,Trifolium pratense,,,Unknown,,"Type Strain of Rhizobium leguminosarum trifoli, GH test 11/13/96 many large effective nodules, excellent plant growth with deep green foliage"
USDA2144,Trifolium philisticum,,,,,
USDA2143,Trifolium repens var. biasdettii,,,,,
USDA2142,Trifolium medium,,,,,
USDA2141,Trifolium incarnatum,,,,,
USDA2140,Trifolium heldreichianum,,,,,
USDA214,Glycine max,soybean,,"Hsinhsiang, China, 1979",Sinorhizobium fredii,
USDA2139,Trifolium heldreichianum,,,,,
USDA2138,Trifolium frageriferum,,,,,
USDA2137,Trifolium frageriferum,,,,,
USDA2136,Trifolium ambiguum,,,,,
USDA2135,Trifolium ambiguum,,,,,
USDA2134,Trifolium ambiguum,,,,,
USDA2133,Trifolium amabile,,,,,
USDA2132,Trifolium amabile,,,,,
USDA2131,Trifolium alexandrinum,,,,,
USDA2130,Trifolium alexandrinum,,,,,
USDA2129,Trifolium alexandrinum,,,,,
USDA2128,Trifolium alexandrinum,,,,,
USDA2127,Trifolium ambiguum,,,,,
USDA2126,Trifolium ambiguum,,,,,
USDA2124,Trifolium dubium,,,,,
USDA2117,Trifolium subterraneaan,,,,,
USDA2116,Trifolium subterraneaan,,,,,
USDA2113,Trifolium fragiferum,,,,,
USDA2110,Trifolium resupinatum,,,,,
USDA2109,Trifolium resupinatum,,,,,
USDA2108,Trifolium resupinatum,,,,,
USDA2107,Trifolium resupinatum,,,,,
USDA2106,Trifolium glomeratum,,,,,
USDA2105,Trifolium glomeratum,,,,,
USDA2104,Trifolium glomeratum,,,,,
USDA2102,Trifolium reflexum,,,,,
USDA2101,Trifolium alexandrinium,,,,,
USDA21,Glycine max,soybean,W. J. Wright,"Wisconsin, 1925",Bradyrhizobium japonicum,
USDA2099,Trifolium alexandrinium,,,Iowa,,
USDA2094,Trifolium incarnatum,,,,,
USDA2093,Trifolium incarnatum,,,,,
USDA2092,Trifolium incarnatum,,,,,
USDA2091,Trifolium incarnatum,,,,,
USDA2090,Trifolium incarnatum,,,,,
USDA209,Glycine max,soybean,"Dr. David B. Layzell, Ontario, CA","Feb., 1990",Sinorhizobium fredii,
USDA2088,Trifolium incarnatum,,,,,
USDA2087,Trifolium incarnatum,,,,,
USDA2086,Trifolium incarnatum,,,,,
USDA2083,Trifolium campestre,,,,,
USDA2082,Trifolium campestre,,,,,
USDA2081,Trifolium campestre,Large Hop clover,,"Florida, 1940",,
USDA2080,Trifolium campestre,Large Hop clover,,"Texas, 1940",,
USDA208,Glycine max,soybean,,"Hsinhsiang, China, 1979",Sinorhizobium fredii,Reported salt tolerant
USDA2078,Trifolium aureum,Hop clover,,"Maryland, 1941",,
USDA2077,Trifolium aureum,Hop clover,,"Georgia, 1946",,
USDA2074,Trifolium repens,White clover,,"Brazil, 1961",,Effective
USDA2071,Trifolium repens,White clover,,"Unknown, 1958",,Effective
USDA2070,Trifolium repens,White clover,,"Unknown, 1958",,Effective
USDA207,Glycine max,soybean,Niftal,Niftal Culture Collection,Sinorhizobium fredii,
USDA2069,Trifolium repens,White clover,,"Unknown, 1958",,Effective
USDA2068,Trifolium repens,White clover,,"Georgia, 1953",,Effective
USDA2067,Trifolium repens,White clover,,"Mississippi, 1952",,
USDA2066,Trifolium repens,White clover,,"Georgia, 1952",,
USDA2065,Trifolium repens,White clover,,"Alabama, 1952",,Effective
USDA2063,Trifolium repens,White clover,,"Florida, 1939",,Effective
USDA2061,Trifolium hybridium,,,,,
USDA2060,Trifolium hybridium,,,,,Ineffective
USDA206,Glycine max,soybean,,"Hsinhsiang, China, 1979",Sinorhizobium fredii,
USDA2056,Trifolium pratense,Red Clover,,"Maryland, 1964",,GH test 4/82 Effective on Trifolium pratense
USDA2055,Trifolium pratense,Red Clover,,"Maryland, 1964",,GH test 4/82 Effective on Trifolium pratense
USDA2054,Trifolium pratense,Red Clover,,,,GH test 4/82 Effective on Trifolium pratense
USDA2053,Trifolium pratense,Red Clover,,,,GH test 4/82 Effective on Trifolium pratense
USDA2050,Trifolium pratense,Red Clover,,"Finland, 1929",,GH test 4/82 Effective on Trifolium pratense
USDA205,Glycine max,soybean,USDA original,"Chengchou, China, 1979",Sinorhizobium fredii,Type strain of Sinorhizobium fredii
USDA2048,Trifolium pratense,Red Clover,,"Illinois, 1934",,GH test 4/82 Effective on Trifolium pratense
USDA2046,Trifolium pratense,Red Clover,,"Virginia, 1934",,GH test 4/82 Effective on Trifolium pratense
USDA2045,Trifolium ochroleucum,,,,,
USDA2044,Trifolium spadiceum,,,,,
USDA2043,Trifolium medium,,,,,
USDA2042,Trifolium medium,,,,,
USDA2041,Trifolium rusbyi var reflexum,,,,,
USDA2040,Trifolium rusbyi var reflexum,,,,,
USDA204,Glycine max,soybean,,Niftal Culture Collection,Sinorhizobium fredii,
USDA2039,Trifolium kingii var. productum,,,,,
USDA2038,Trifolium beckwithii,Beckwith's clover,,"Montana, 1949",,
USDA2037,Trifolium spp.,,,"?, ?",,
USDA2034,Trifolium spp.,,,"Turkey, 1949",,
USDA2033,Trifolium spp.,,,"Turkey, 1949",,
USDA2032,Trifolium spp.,,,"Turkey, 1949",,
USDA2031,Trifolium spp.,,,"Turkey, 1949",,
USDA2030,Trifolium spp.,,,"Turkey, 1949",,
USDA203,Glycine max,soybean,,Niftal Culture Collection,Sinorhizobium fredii,Effective soja
USDA2029,Trifolium spp.,,,"Africa, 1929",,
USDA2028,Trifolium spp.,,,"Unknown, 1920",,
USDA2027,Trifolium spp.,,,"Unknown, 1921",,
USDA2024,Trifolium michelianum,Balansa Clover,,"South Carolina, 1954",,
USDA2023,Trifolium michelianum,Balansa Clover,,"Florida, 1946",,
USDA2021,Trifolium carolinianum,Carolina Clover,,"Louisiana, 1952",,
USDA2020,Trifolium carolinianum,Carolina Clover,,"Florida, 1952",,
USDA202,Glycine max,soybean,,Niftal Culture Collection,Sinorhizobium fredii,Effective soja
USDA2019,Trifolium lappaceum,Lappa Clover,,"South Carolina, 1940",,
USDA2018,Trifolium striatum,Striate Clover,,"South Carolina, 1940",,
USDA2015,Trifolium wildenovii,Seaside Clover,,"Oregon, 1938",,
USDA2013,Trifolium arvense,Rabbit foot Clover,,"Maryland, 1929",,
USDA2010,Trifolium burchellianum var. johnstonii,Burchell's clover,,"Unknown, 1921",,
USDA201,Glycine max,soybean,,"Chengchou, China, 1979",Sinorhizobium fredii,
USDA2008,Trifolium nigrescens,Ball Clover,,"Florida, 1946",,Greenhoiuse test 4/82 on T. pratense.
USDA2007,Trifolium nigrescens,Ball Clover,,"South Carolina, 1946",,Greenhoiuse test 4/82 on T. pratense.
USDA2006,Trifolium nigrescens,Ball Clover,,"Florida, 1946",,Greenhoiuse test 4/82 on T. pratense.
USDA2004,Trifolium hirtum,Rose Clover,,"Georgia, 1946",,Greenhoiuse test on T. pratense 4/82. Weak nitrogen fixation
USDA2003,Trifolium hirtum,Rose Clover,,"Florida, 1946",,Greenhoiuse test 6/82. Good nitrogen fixation
USDA2001,Trifolium hirtum,Rose Clover,,"Florida, 1946",,
USDA200,Glycine max,soybean,Niftal,Niftal Culture Collection,Sinorhizobium fredii,Effective soja
USDA20,Glycine max,soybean,W. H. Wright,"Wisconsin, 1925",Bradyrhizobium japonicum,
USDA2,Glycine max,soybean,USDA original,"Iowa, 1926",Bradyrhizobium japonicum,
USDA199,Glycine max,soybean,Niftal,Niftal Culture Collection,Sinorhizobium fredii,Effective soja
USDA1983,not specified,,Bertrand D. Eardly,,,
USDA1982,not specified,,Bertrand D. Eardly,,,
USDA1981,not specified,,Bertrand D. Eardly,,,
USDA1980,not specified,,Bertrand D. Eardly,,,
USDA198,Glycine max,soybean,Niftal,Niftal Culture Collection,Sinorhizobium fredii,Effective soja
USDA1979,not specified,,Bertrand D. Eardly,,,
USDA1978,not specified,,Bertrand D. Eardly,,,
USDA1977,not specified,,Bertrand D. Eardly,,,
USDA1976,not specified,,Bertrand D. Eardly,,,
USDA1975,not specified,,Bertrand D. Eardly,,,
USDA1974,not specified,,Bertrand D. Eardly,,,
USDA1973,not specified,,Bertrand D. Eardly,,,
USDA1972,not specified,,Bertrand D. Eardly,,,
USDA1971,not specified,,Bertrand D. Eardly,,,
USDA1970,not specified,,Bertrand D. Eardly,,,
USDA197,Glycine max,soybean,Niftal,Niftal Culture Collection,Sinorhizobium fredii,Effective soja
USDA1969,not specified,,Bertrand D. Eardly,,,
USDA1968,not specified,,Bertrand D. Eardly,,,
USDA1967,not specified,,Bertrand D. Eardly,,,
USDA1966,not specified,,Bertrand D. Eardly,,,
USDA1965,not specified,,Bertrand D. Eardly,,,
USDA1964,not specified,,Bertrand D. Eardly,,,
USDA1963,not specified,,Bertrand D. Eardly,,,
USDA1962,not specified,,Bertrand D. Eardly,,,
USDA1961,not specified,,Bertrand D. Eardly,,,
USDA1960,not specified,,Bertrand D. Eardly,,,
USDA196,Glycine max,soybean,Niftal,Niftal Culture Collection,Sinorhizobium fredii,Effective soja
USDA1959,not specified,,Bertrand D. Eardly,,,
USDA1958,not specified,,Bertrand D. Eardly,,,
USDA1957,not specified,,Bertrand D. Eardly,,,
USDA1956,not specified,,Bertrand D. Eardly,,,
USDA1955,not specified,,Bertrand D. Eardly,,,
USDA1954,not specified,,Bertrand D. Eardly,,,
USDA1953,not specified,,Bertrand D. Eardly,,,
USDA1952,not specified,,Bertrand D. Eardly,,,
USDA1951,not specified,,Bertrand D. Eardly,,,
USDA1950,not specified,,Bertrand D. Eardly,,,
USDA195,Glycine max,soybean,Niftal,Niftal Culture Collection,Sinorhizobium fredii,Effective soja
USDA1949,not specified,,Bertrand D. Eardly,,,
USDA1948,not specified,,Bertrand D. Eardly,,,
USDA1947,not specified,,Bertrand D. Eardly,,,
USDA1946,not specified,,Bertrand D. Eardly,,,
USDA1945,not specified,,Bertrand D. Eardly,,,
USDA1944,not specified,,Bertrand D. Eardly,,,
USDA1943,not specified,,Bertrand D. Eardly,,,
USDA1942,not specified,,Bertrand D. Eardly,,,
USDA1941,not specified,,Bertrand D. Eardly,,,
USDA1940,not specified,,Bertrand D. Eardly,,,
USDA194,Glycine max,soybean,,"Chengchou, China, 1979",Sinorhizobium fredii,Effective
USDA1939,not specified,,Bertrand D. Eardly,,,
USDA1938,not specified,,Bertrand D. Eardly,,,
USDA1937,not specified,,Bertrand D. Eardly,,,
USDA1936,not specified,,Bertrand D. Eardly,,,
USDA1935,Medicago ruthenica,,,,,
USDA1934,Medicago ruthenica,,,,,
USDA1933,Medicago ruthenica,,,,,
USDA1932,Medicago ruthenica,,,,,
USDA1931,Medicago ruthenica,,,,,
USDA1930,Medicago ruthenica,,,,,
USDA193,Glycine max,soybean,,"Taiyuan, China, 1980",Sinorhizobium fredii,Effective soja
USDA1929,Medicago ruthenica,,,,,
USDA1928,Medicago ruthenica,,,,,
USDA1927,Medicago ruthenica,,,,,
USDA1926,Medicago ruthenica,,,,,
USDA1925,Medicago ruthenica,,,,,
USDA1924,Medicago ruthenica,,,,,
USDA1923,Medicago ruthenica,,,,,
USDA1922,Medicago ruthenica,,,,,
USDA1921,Medicago ruthenica,,,,,
USDA1920,Medicago ruthenica,,,,,
USDA192,Glycine max,soybean,,"Tsinan, China, 1980",Sinorhizobium fredii,Effective soja
USDA1919,Medicago ruthenica,,,,,
USDA1918,Medicago ruthenica,,,,,
USDA1917,Medicago ruthenica,,,,,
USDA1916,Medicago ruthenica,,,,,
USDA1915,Medicago ruthenica,,,,,
USDA1914,Medicago ruthenica,,,,,
USDA1913,Medicago ruthenica,,,,,
USDA1912,Medicago ruthenica,,,,,
USDA1911,Medicago ruthenica,,,,,
USDA1910,Medicago ruthenica,,,,,
USDA191,Glycine max,soybean,,"Shanghai, China, 1979",Sinorhizobium fredii,Effective soja
USDA1909,Medicago ruthenica,,,,,
USDA1908,Medicago ruthenica,,,,,
USDA1907,Medicago ruthenica,,,,,
USDA1906,Medicago ruthenica,,,,,
USDA1905,Medicago ruthenica,,,,,
USDA1904,Medicago ruthenica,,,,,
USDA1903,Medicago ruthenica,,,,,
USDA1902,Medicago ruthenica,,,,,
USDA1901,Medicago ruthenica,,,,,
USDA1900,Medicago ruthenica,,,,,
USDA190,Glycine max,soybean,,"Tieling, China, 1979",Bradyrhizobium,
USDA19,Glycine max,soybean,USDA original,"Wisconsin, 1922",Bradyrhizobium japonicum,
USDA1899,Medicago ruthenica,,,,,
USDA1898,Medicago ruthenica,,,,,
USDA1897,Medicago ruthenica,,,,,
USDA1896,Medicago ruthenica,,,,,
USDA1895,Medicago ruthenica,,,,,
USDA1894,Medicago ruthenica,,,,,
USDA1893,Medicago ruthenica,,,,,
USDA1892,Medicago ruthenica,,,,,
USDA1891,Medicago ruthenica,,,,,
USDA1890,Medicago ruthenica,,,,,
USDA189,Glycine max,soybean,,"Tieling, China, 1979",Bradyrhizobium,
USDA1889,Medicago ruthenica,,,,,
USDA1888,Medicago ruthenica,,,,,
USDA1887,Medicago ruthenica,,,,,
USDA1886,Medicago ruthenica,,,,,
USDA1885,Medicago ruthenica,,,,,
USDA1884,Medicago ruthenica,,,,,
USDA1883,Medicago ruthenica,,,,,
USDA1882,Medicago ruthenica,,,,,
USDA1881,Medicago ruthenica,,,,,
USDA1880,Medicago ruthenica,,,,,
USDA188,Glycine max,soybean,,"Shenyang, China, 1979",Bradyrhizobium,
USDA1879,Medicago ruthenica,,,,,
USDA1878,Medicago ruthenica,,,,,
USDA1877,Medicago ruthenica,,,,,
USDA1876,Medicago ruthenica,,,,,
USDA1875,Medicago ruthenica,,,,,
USDA1874,Medicago ruthenica,,,,,
USDA1873,Medicago ruthenica,,,,,
USDA1872,Medicago ruthenica,,,,,
USDA1871,Medicago ruthenica,,,,,
USDA1870,Medicago ruthenica,,,,,
USDA187,Glycine max,soybean,,"Shenyang, China, 1979",Bradyrhizobium,
USDA1869,Medicago ruthenica,,,,,
USDA1868,Medicago ruthenica,,,,,
USDA1867,Medicago ruthenica,,,,,
USDA1866,Medicago ruthenica,,,,,
USDA1865,Medicago ruthenica,,,,,
USDA1864,Medicago ruthenica,,,,,
USDA1863,Medicago ruthenica,,,,,
USDA1862,Medicago ruthenica,,,,,
USDA1861,Medicago ruthenica,,,,,
USDA1860,Medicago ruthenica,,,,,
USDA186,Glycine max,soybean,,"Shenyang, China, 1979",Bradyrhizobium,
USDA1859,Medicago ruthenica,,,,,
USDA1858,Medicago ruthenica,,,,,
USDA1857,Medicago ruthenica,,,,,
USDA1856,Medicago ruthenica,,,,,
USDA1855,Medicago ruthenica,,,,,
USDA1854,Medicago ruthenica,,,,,
USDA1853,Medicago ruthenica,,,,,
USDA1852,Medicago ruthenica,,,,,
USDA1851,Medicago ruthenica,,,,,
USDA1850,Medicago ruthenica,,,,,
USDA185,Glycine max,soybean,,"Shenyang, China, 1979",Bradyrhizobium,
USDA1849,Medicago ruthenica,,,,,
USDA1848,Medicago ruthenica,,,,,
USDA1847,Medicago ruthenica,,,,,
USDA1846,Medicago ruthenica,,,,,
USDA1845,Medicago ruthenica,,,,,
USDA1844,Medicago ruthenica,,"Dr. Austin Campbell, USDA, Beltsville, MD","Soil sample 2a from Mongolia, China. Collected by Austin Campbell",,Type Strain for Rhizobium mongolense
USDA1843,Medicago ruthenica,,"Dr. Austin Campbell, USDA, Beltsville, MD","Soil sample #75 from Mongolia, China. Collected by Austin Campbell",,
USDA1842,Medicago ruthenica,,"Dr. Austin Campbell, USDA, Beltsville, MD","Soil sample #46 from Mongolia, China. Collected by Austin Campbell",,
USDA1841,Medicago ruthenica,,"Dr. Austin Campbell, USDA, Beltsville, MD","Soil sample #43 from Mongolia, China. Collected by Walter Green of UC Davis",,
USDA1840,Medicago ruthenica,,"Dr. Austin Campbell, USDA, Beltsville, MD","Soil sample #42 from Mongolia, China. Collected by Walter Green of UC Davis",,
USDA184,Glycine max,soybean,,"Shenyang, China, 1979",Bradyrhizobium,
USDA1839,Medicago ruthenica,,"Dr. Austin Campbell, USDA, Beltsville, MD","Soil sample #41 from Mongolia, China. Collected by Walter Green of UC Davis",,
USDA1838,Medicago ruthenica,,"Dr. Austin Campbell, USDA, Beltsville, MD","Soil sample #39 from Mongolia, China. Collected by Walter Green of UC Davis",,
USDA1837,Medicago ruthenica,,"Dr. Austin Campbell, USDA, Beltsville, MD","Soil sample #38 from Mongolia, China. Collected by Walter Green of UC Davis",,
USDA1836,Medicago ruthenica,,"Dr. Austin Campbell, USDA, Beltsville, MD","Soil sample #37 from Mongolia, China. Collected by Walter Green of UC Davis",,
USDA1835,Medicago ruthenica,,"Dr. Austin Campbell, USDA, Beltsville, MD","Soil sample #36 from Mongolia, China. Collected by Walter Green of UC Davis",,
USDA1834,Medicago ruthenica,,"Dr. Austin Campbell, USDA, Beltsville, MD","Soil sample #35 from Mongolia, China. Collected by Walter Green of UC Davis",,
USDA1833,Medicago ruthenica,,"Dr. Austin Campbell, USDA, Beltsville, MD","Soil sample #34 from Mongolia, China. Collected by Walter Green of UC Davis",,
USDA1832,Medicago ruthenica,,"Dr. Austin Campbell, USDA, Beltsville, MD","Soil sample #22 from Mongolia, China. Collected by Walter Green of UC Davis",,
USDA1831,Medicago ruthenica,,"Dr. Austin Campbell, USDA, Beltsville, MD","Soil sample #20 from Mongolia, China. Collected by Walter Green of UC Davis",Sinorhizobium meliloti,"Isolated by Desta Beyene, good plant growth"
USDA1830,Medicago ruthenica,,"Dr. Austin Campbell, USDA, Beltsville, MD","Soil sample #16 from Mongolia, China. Collected by Walter Green of UC Davis",Sinorhizobium meliloti,"Isolated by Desta Beyene, good plant growth"
USDA183,Glycine max,soybean,,"Shenyang, China, 1979",Bradyrhizobium,
USDA1829,Medicago murex,spiny medick,"Dr. Gary Bauchan, USDA, Beltsville, MD","From Australian inoculant, re-isolated from nodules",,"Plant growth was excellent, strain is considered to be acid tolerant"
USDA1828,Medicago scutellata,,,,,
USDA1827,Medicago minima,little bur-clover,,,,
USDA1826,Medicago scutelliata,,,,,
USDA1825,Medicago doliata,keg medick,,,,
USDA1824,Medicago doliata,keg medick,,,,
USDA1823,Medicago doliata,keg medick,,,,
USDA1822,Medicago doliata,keg medick,,,,
USDA1821,Medicago laciniata,"cutleaf medick, tattered medick",,,,
USDA1820,Medicago minima,little bur-clover,,,,
USDA182,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1819,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Senkhore, Pakistan, 1986",,
USDA1818,Medicago sativa,alfalfa,"Dr. Michio Suzuki, Prince Edward Island, Charlottetown, Canada",,,
USDA1817,Medicago sativa,alfalfa,"Dr. Michio Suzuki, Prince Edward Island, Charlottetown, Canada",,,
USDA1816,Medicago sativa,alfalfa,"Dr. Michio Suzuki, Prince Edward Island, Charlottetown, Canada",,,
USDA1815,Medicago sativa,alfalfa,"Dr. Michio Suzuki, Prince Edward Island, Charlottetown, Canada",,,
USDA1814,Medicago sativa,alfalfa,"Dr. Michio Suzuki, Prince Edward Island, Charlottetown, Canada",,,
USDA1813,Medicago sativa,alfalfa,"Dr. Michio Suzuki, Prince Edward Island, Charlottetown, Canada",,,
USDA1812,Medicago sativa,alfalfa,"Dr. Michio Suzuki, Prince Edward Island, Charlottetown, Canada",,,
USDA1811,Medicago sativa,alfalfa,"Dr. Michio Suzuki, Prince Edward Island, Charlottetown, Canada",,,
USDA1810,Medicago sativa,alfalfa,"B.P. Golpen, Agriculture Research Station, Saskatoon, Saskatchewan, Canada, 11/25/87","Block 11-3, Saskatoon Research Station, 11/12/87",,
USDA181,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1809,Medicago sativa,alfalfa,"B.P. Golpen, Agriculture Research Station, Saskatoon, Saskatchewan, Canada, 11/25/87","Block 12-6, Saskatoon Research Station, 11/12/87",,
USDA1808,Medicago sativa,alfalfa,"B.P. Golpen, Agriculture Research Station, Saskatoon, Saskatchewan, Canada, 11/25/87","Block 12-6, Saskatoon Research Station, 11/12/87",,
USDA1807,Medicago sativa,alfalfa,"Dr. Ahmed Rammah, Agricultural Research Center, Giza, Egypt, 1/15/88","Ismaelia, Egypt, 12/14/87",,
USDA1806,Medicago sativa,alfalfa,"Dr. Ahmed Rammah, Agricultural Research Center, Giza, Egypt, 1/15/88","Ismaelia, Egypt, 12/14/87",,
USDA1805,Medicago sativa,alfalfa,"Dr. Ahmed Rammah, Agricultural Research Center, Giza, Egypt, 1/15/88","Ismaelia, Egypt, 12/14/87",,
USDA1804,Medicago sativa,alfalfa,"Dr. Ahmed Rammah, Agricultural Research Center, Giza, Egypt, 1/15/88","Ismaelia, Egypt, 12/14/87",,
USDA1803,Medicago sativa,alfalfa,"Dr. Ahmed Rammah, Agricultural Research Center, Giza, Egypt, 1/15/88","Nobaria, Egypt, 11/12/87",,
USDA1802,Medicago sativa,alfalfa,"Genier I.N.R.A., Lusignan, France, 4/88",4/12/88,,
USDA1801,Medicago sativa,alfalfa,"Genier I.N.R.A., Lusignan, France, 4/88",4/12/88,,
USDA1800,Medicago sativa,alfalfa,"Genier I.N.R.A., Lusignan, France, 4/88",4/12/88,,
USDA180,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1799,Medicago sativa,alfalfa,"Genier I.N.R.A., Lusignan, France, 4/88",4/12/88,,
USDA1798,Medicago sativa,alfalfa,"Genier I.N.R.A., Lusignan, France, 4/88",4/12/88,,
USDA1797,Medicago sativa,alfalfa,"Genier I.N.R.A., Lusignan, France, 4/88",4/12/88,,
USDA1796,Medicago sativa,alfalfa,"TH. Vaitsis, Fodder Crops and Pastures Institute, Larissa, Greece, 6/27/88","Larissa, Kentrico, Greece, 6/16/88",,
USDA1795,Medicago sativa,alfalfa,"TH. Vaitsis, Fodder Crops and Pastures Institute, Larissa, Greece, 6/27/88","Larissa, Tmima Sitiron, Greece, 6/16/88",,
USDA1794,Medicago sativa,alfalfa,"B�la Nagy, Agricultural Research Institute, Kompolt, Hungary, 9/22/88","Albertmajor, Hungary, 9/5/88",,
USDA1793,Medicago sativa,alfalfa,"B�la Nagy, Agricultural Research Institute, Kompolt, Hungary, 9/22/88","Komplot, Hungary, 9/5/88",,
USDA1792,Medicago sativa,alfalfa,"Mario Falcinelli, Tecniche di Miglioramento. Genetico Vegetale, University of Perugia, Borgo XX Giugno, Perugia, Italy, 2/3/88","Paganico Grosseto, Tuscanny, Italy, 12/15/87",,
USDA1791,Medicago sativa,alfalfa,"Mario Falcinelli, Tecniche di Miglioramento. Genetico Vegetale, University of Perugia, Borgo XX Giugno, Perugia, Italy, 2/3/88","San Piero a Sieve, Florence, Italy, 12/15/87",,
USDA1790,Medicago sativa,alfalfa,"Mario Falcinelli, Tecniche di Miglioramento. Genetico Vegetale, University of Perugia, Borgo XX Giugno, Perugia, Italy, 2/3/88","San Martino, Perugia, Italy, 12/15/87",,
USDA179,Glycine max,soybean,,"Harbin, China, 1979",Bradyrhizobium,
USDA1789,Medicago sativa,alfalfa,"Ken-ichi Suginobu, National Grassland Research Institute, Nishinasuno, Tochigi, Japan, 12/14/87","Nishinasuno, Tochigi, Japan, 11/26/87",,
USDA1788,Medicago sativa,alfalfa,"Ken-ichi Suginobu, National Grassland Research Institute, Nishinasuno, Tochigi, Japan, 12/14/87","Nishinasuno, Tochigi, Japan, 11/26/87",,
USDA1787,Medicago sativa,alfalfa,"Ken-ichi Suginobu, National Grassland Research Institute, Nishinasuno, Tochigi, Japan, 12/14/87","Nishinasuno, Tochigi, Japan, 11/26/87",,
USDA1786,Medicago falcata,"yellow lucerne, sickle medick","Robert Berg, Utah State, 7/88","Jomsom, Nepal, 1986",,
USDA1785,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Jomsom, Nepal, 1986",,
USDA1784,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Jomsom, Nepal, 1986",,
USDA1783,Medicago sativa,alfalfa,"Robert Berg, Utah State, 7/88","Jomsom, Nepal, 1986",,
